Time (s),Target Distance (m),Distance Error (m),Altitude (m),Airspeed Command (m/s),"Actual Airspeed (m/s), Horisontal Distance (m)"
0.0,40.0,-1.1540107203169043,20.149,14.845989279683096,14.83102035522461,38.770758596102475
0.14450335502624512,40.0,-3.732837791746512,20.165,14.0,14.847309112548828,36.25848025827572
0.28878188133239746,40.0,-1.9310802495455661,20.165,14.068919750454434,14.847309112548828,38.068919750454434
0.43274497985839844,40.0,-2.6524102060641326,20.197,14.0,14.943792343139648,37.3307058521012
0.5768811702728271,40.0,-0.8691798279857892,20.197,15.13082017201421,14.943792343139648,39.13082017201421
0.7213664054870605,40.0,-3.381280772507445,20.247,14.0,14.912294387817383,36.591753140044176
0.8655071258544922,40.0,0.1912399660622981,20.247,16.191239966062298,14.912294387817383,40.1912399660623
1.009772539138794,40.0,-2.2072651933189746,20.299,14.0,14.671806335449219,37.76549128726011
1.1542367935180664,40.0,-0.4366809437282839,20.299,15.563319056271716,14.671806335449219,39.563319056271716
1.2991981506347656,40.0,-0.978533021189314,20.345,15.021466978810686,14.495141983032227,38.99806945450522
1.4442856311798096,40.0,0.7853469756479896,20.345,16.78534697564799,14.495141983032227,40.78534697564799
1.5883917808532715,40.0,-1.5705708745726525,20.38,14.429429125427347,14.499532699584961,38.41131666457483
1.7324159145355225,40.0,0.2045460332387279,20.38,16.204546033238728,14.499532699584961,40.20454603323873
1.8770430088043213,40.0,-0.6339837440335714,20.421,15.366016255966429,15.01795768737793,39.345263436213166
2.0215511322021484,40.0,1.1308309749451766,20.421,17.130830974945177,15.01795768737793,41.13083097494518
2.165864944458008,40.0,-1.7850313042239918,20.505,14.214968695776008,15.999016761779785,38.17101895966546
2.310194253921509,40.0,-0.03118884762051266,20.505,15.968811152379487,15.999016761779785,39.96881115237949
2.4543704986572266,40.0,-1.2960823494902485,20.655,14.703917650509752,16.491485595703125,38.62594000794596
2.599165678024292,40.0,0.4222049292004897,20.655,16.42220492920049,16.491485595703125,40.42220492920049
2.743532419204712,40.0,-2.612654250244276,20.875,14.0,16.649951934814453,37.26779068058338
2.888376235961914,40.0,0.8777378416248638,20.875,16.877737841624864,16.649951934814453,40.877737841624864
3.033487558364868,40.0,-1.9927718005888408,21.132,14.00722819941116,16.421552658081055,37.86819663519923
3.1789283752441406,40.0,-0.3191276129793721,21.132,15.680872387020628,16.421552658081055,39.68087238702063
3.323155164718628,40.0,-3.026394799105205,21.39,14.0,15.823457717895508,36.828310924499846
3.467541456222534,40.0,0.4669435445394754,21.39,16.466943544539475,15.823457717895508,40.466943544539475
3.611931324005127,40.0,-2.007317729792071,21.608,14.0,15.266282081604004,37.871884321815465
3.756312370300293,40.0,-0.30621791047231284,21.608,15.693782089527687,15.266282081604004,39.69378208952769
3.9004502296447754,40.0,-0.8672745604202632,21.769,15.132725439579737,14.705978393554688,39.0453718554393
4.045192718505859,40.0,0.8582121767283368,21.769,16.858212176728337,14.705978393554688,40.85821217672834
4.189166307449341,40.0,-1.480496406292609,21.87,14.519503593707391,14.466360092163086,38.46350969562758
4.333246946334839,40.0,-2.1666239164058965,21.922,14.0,14.605076789855957,37.80392945029221
4.478543758392334,40.0,-0.36728804902159595,21.922,15.632711950978404,14.605076789855957,39.632711950978404
