time,ax,throttle
9.5367431640625e-07,-0.061781895,0.40042450040162103
0.013272523880004883,-0.1262115855,0.4008747597935039
0.03550243377685547,-0.23813488195,0.4013697661193075
0.05658721923828125,-0.39966707875499996,0.4019293530173938
0.08731555938720703,-0.5960406358795,0.4025674500636184
0.09969925880432129,-0.8198487572915499,0.40329502559678354
0.12183403968811035,-1.063444661562395,0.40411999077247623
0.14373445510864258,-1.3189655804061555,0.4050471132115226
0.16444683074951172,-1.58129635236554,0.40607911549319836
0.18565821647644043,-1.824258702128986,0.4072082541223095
0.20683836936950684,-2.0340988319160873,0.40842128683530954
0.22821712493896484,-2.216090293724479,0.40970707973474063
0.2485518455505371,-2.373017954352031,0.41105561231289056
0.2705388069152832,-2.506407528916828,0.41245747404295147
0.2928493022918701,-2.6176321610251456,0.41390380338092936
0.3188009262084961,-2.7108696749226313,0.4153874090769634
0.34007716178894043,-2.7869381174303682,0.41690142693631205
0.36211133003234863,-2.8475543956873315,0.4184396791837079
0.38397836685180664,-2.8942637261185986,0.4199966058214101
0.4067342281341553,-2.9284568035067386,0.4215672028514521
0.42691755294799805,-2.952365918156065,0.4231473587455309
0.44911789894104004,-2.9650581363404585,0.4247325889884398
0.4731330871582031,-2.9686358127064127,0.4263192495863598
0.49473023414611816,-2.964991066435772,0.42790445301472085
0.5185472965240479,-2.953865474792195,0.42948520843154275
0.5393476486206055,-2.9369877873129755,0.43105921614891046
0.5598514080047607,-2.913952548581678,0.43262401437783343
0.5818753242492676,-2.8853755137235106,0.4341773875082201
0.6067914962768555,-2.8537721923511596,0.4357181256307221
0.6337299346923828,-2.8184645481160437,0.4372447477570589
0.6472592353820801,-2.7788423483044395,0.438755528927911
0.6684160232543945,-2.736317713473996,0.44024930874975793
0.6921854019165039,-2.6911808871265963,0.4417250428684311
0.7128162384033203,-2.6436930884139365,0.443181791365179
0.7337877750396729,-2.594089414572543,0.4446187083131251
0.7558820247650146,-2.5435621181152888,0.4460354244479476
0.7791190147399902,-2.49122289630376,0.44743121536188984
0.8013303279876709,-2.4382336066733843,0.44880582115783785
0.8219988346099854,-2.384659256006046,0.4501590079283891
0.8455846309661865,-2.3305583504054415,0.4514905651568812
0.8687789440155029,-2.275002880364897,0.4527999113084511
0.8894524574279785,-2.2200996323284072,0.45408730714145595
0.9124832153320312,-2.1648027190955665,0.4553525952685504
0.9331915378570557,-2.10915150718601,0.45659563404112335
0.954754114151001,-2.054162091467409,0.457816688045292
0.9769778251647949,-1.999768292320668,0.4590159954085618
0.9972147941589355,-1.9449298830886015,0.46019337837582064
1.0195224285125732,-1.8896913247797413,0.46134867696746756
1.0409049987792969,-1.8360539623017673,0.46248253134159584
1.0622920989990234,-1.7828770110715906,0.4635951255706222
1.0837934017181396,-1.7310950949644315,0.464687017389589
1.1040215492248535,-1.6795880454679883,0.4657583166901671
1.1273791790008545,-1.6293090409211897,0.4668095144447274
1.1498985290527344,-1.5801352768290706,0.4678410525284037
1.177811622619629,-1.5319562291461635,0.46885332862881635
1.192490816116333,-1.4836917612315472,0.4698463085949567
1.2130796909332275,-1.4363310801083926,0.470820353760784
1.238508939743042,-1.3897838070975532,0.47177578932686165
1.2610149383544922,-1.3439686013877978,0.4727129079736965
1.2819035053253174,-1.298812256249018,0.47363197311374483
1.304107904434204,-1.2542488856241163,0.47453322181821733
1.3249874114990234,-1.2111998570617046,0.4754172595210706
1.3451178073883057,-1.1685330713555342,0.47628423904299855
1.3661539554595947,-1.126210304219981,0.47713429792262574
1.3870596885681152,-1.0851778187979828,0.47796795201458114
1.4132814407348633,-1.0453065869181846,0.47878566558803104
1.4333710670471191,-1.007461148226366,0.47958824855509197
1.4567131996154785,-0.9704582584037293,0.48037603776680177
1.4784255027770996,-0.9332329975633564,0.48114894431922756
1.5018765926361084,-0.8967882678070208,0.48190728026869684
1.5218944549560547,-0.8620266810263187,0.48265171853577116
1.5420925617218018,-0.8287799229236869,0.48338286474895603
1.5667521953582764,-0.7959158456313181,0.48410087190403944
1.5872802734375,-0.7633961810681864,0.4848058776972305
1.6078689098358154,-0.7321671529613677,0.4854983981249844
1.6329970359802246,-0.702099697665231,0.48617889758411104
1.6544454097747803,-0.672096992898708,0.48684740196187193
1.6768920421600342,-0.6431332286088371,0.4875043266266697
1.700979471206665,-0.6160851757479535,0.48815043747993375
1.7297799587249756,-0.5897805981731582,0.4887860317630834
1.7468640804290771,-0.5641451483558424,0.48941137699339604
1.7675790786743164,-0.5391119135202581,0.49002671393642144
1.7891845703125,-0.5146206721682323,0.4906322592811543
1.809514045715332,-0.490617224951409,0.4912282080476899
1.832444190979004,-0.46705279245626813,0.4918147357541139
1.85587739944458,-0.44486413821064136,0.4923923924365705
1.8785414695739746,-0.42391368438957727,0.49296167312758943
1.8990082740783691,-0.4030969459506195,0.49352263128658047
1.9237327575683594,-0.38338121635555755,0.4940757070968794
1.9446008205413818,-0.36367572972000184,0.4946209046536215
1.9652750492095947,-0.34397946174800165,0.49515822764242834
1.9863979816436768,-0.3262528205732015,0.49568846352009355
2.0079798698425293,-0.30833751351588135,0.4962115368579972
2.0299606323242188,-0.2912330721642932,0.49672777184024847
2.0506715774536133,-0.2748584099478639,0.4972374602325456
2.072838306427002,-0.25914054895307753,0.49774086462401707
2.0934503078460693,-0.2430331440577698,0.49823782927501137
