time,throttle,ax,ay,az
9.5367431640625e-07,0.3,-0.33342610000000006,0.0,-9.953749749999998
0.014914512634277344,0.3,-0.6335095900000001,-0.02941995,-9.924329799999999
0.0365450382232666,0.3,-0.9035847310000001,-0.049033249999999994,-9.99297635
0.05926203727722168,0.3,-1.1554783429000002,0.0,-9.953749749999998
0.08614969253540039,0.3,-1.4223898586100001,0.0,-9.943943099999998
0.10133838653564453,0.3,-1.703798152749,0.0,-10.0616229
0.1233665943145752,0.3,-1.9913888924741001,0.0,-10.287175849999999
0.14414191246032715,0.3,-2.27865984322669,-0.00980665,-10.561762049999999
0.16507887840270996,0.3,-2.561720323904021,0.0,-10.865768199999998
0.18546366691589355,0.3,-2.8351073915136187,0.0,-11.1599677
0.21043920516967773,0.3,-3.0948850623622572,0.0,-11.444360549999999
0.23285675048828125,0.3,-3.3375109511260312,0.0,-11.73856005
0.25574493408203125,0.3,-3.559796911013428,-0.00980665,-12.022952899999998
0.2763848304748535,0.3,-3.7588736099120856,-0.00980665,-12.307345749999998
0.29810309410095215,0.3,-3.9321586489208773,0.0,-12.56231865
0.31795740127563477,0.3,-4.079289199028789,-0.00980665,-12.787871599999999
0.33905959129333496,0.3,-4.20680336912591,-0.00980665,-12.984004599999999
0.3600499629974365,0.3,-4.316662797213319,-0.00980665,-13.150717649999999
0.3810398578643799,0.3,-4.411613622491988,-0.00980665,-13.28801075
0.4027445316314697,0.3,-4.492166040242789,-0.0196133,-13.3958839
0.4222440719604492,0.3,-4.56074055621851,-0.0196133,-13.4743371
0.4443399906158447,0.3,-4.6185349605966595,-0.0196133,-13.523370349999999
0.4651215076446533,0.3,-4.666627264536993,-0.0196133,-13.552790299999998
0.4866039752960205,0.3,-4.705987678083294,-0.02941995,-13.56259695
0.5069832801818848,0.3,-4.737489390274964,-0.02941995,-13.542983649999998
0.5274064540863037,0.3,-4.762898936247468,-0.02941995,-13.513563699999999
0.5488705635070801,0.3,-4.781844867622721,-0.02941995,-13.4743371
0.5691335201263428,0.3,-4.795954210860449,-0.02941995,-13.415497199999999
0.5913529396057129,0.3,-4.804729959774404,-0.02941995,-13.346850649999999
0.6177635192871094,0.3,-4.809686138796964,-0.0392266,-13.268397449999998
0.634505033493042,0.3,-4.8102240399172675,-0.0392266,-13.1801376
0.6571652889251709,0.3,-4.807766155925541,-0.0392266,-13.1016844
0.6788647174835205,0.3,-4.802612065332987,-0.0392266,-13.01342455
0.7014460563659668,0.3,-4.794050723799688,-0.0392266,-12.9251647
0.7224829196929932,0.3,-4.78340352141972,-0.0392266,-12.827098199999998
0.7428886890411377,0.3,-4.770879044277748,-0.0392266,-12.7290317
0.7639873027801514,0.3,-4.756665019849973,-0.049033249999999994,-12.640771849999998
0.7844958305358887,0.3,-4.739949737864976,-0.049033249999999994,-12.542705349999999
0.8050293922424316,0.3,-4.721963989078478,-0.049033249999999994,-12.4544455
0.8266689777374268,0.3,-4.702834820170631,-0.049033249999999994,-12.36618565
0.8481042385101318,0.3,-4.681695908153568,-0.049033249999999994,-12.277925799999998
0.8710484504699707,0.3,-4.659728892338212,-0.0392266,-12.1994726
0.8916699886322021,0.3,-4.636035918104391,-0.049033249999999994,-12.1210194
0.9137229919433594,0.3,-4.611770246293952,-0.049033249999999994,-12.032759549999998
0.9348032474517822,0.3,-4.586989146664558,-0.0392266,-11.964113
0.955071210861206,0.3,-4.560763496998102,-0.0392266,-11.885659799999999
0.9755270481109619,0.3,-4.534218417298292,-0.0392266,-11.81701325
0.9976828098297119,0.3,-4.506405185568463,-0.0392266,-11.748366699999998
1.0189549922943115,0.3,-4.478431282011616,-0.0392266,-11.67972015
1.039062738418579,0.3,-4.449332108810455,-0.0392266,-11.6110736
1.0610151290893555,0.3,-4.420200857929409,-0.0392266,-11.542427049999999
1.081669807434082,0.3,-4.391040737136468,-0.0392266,-11.48358715
1.1042537689208984,0.3,-4.360873968422821,-0.02941995,-11.42474725
1.1241130828857422,0.3,-4.330781881580539,-0.02941995,-11.365907349999999
1.1499793529510498,0.3,-4.299776343422486,-0.02941995,-11.307067449999998
1.1698939800262451,0.3,-4.268929364080237,-0.02941995,-11.2580342
1.1907391548156738,0.3,-4.238225087672213,-0.0196133,-11.199194299999998
1.2130873203277588,0.3,-4.206668578904992,-0.0196133,-11.15016105
1.2330257892608643,0.3,-4.175325726014493,-0.0196133,-11.1011278
1.2568879127502441,0.3,-4.1431944984130435,-0.0196133,-11.05209455
1.2777252197265625,0.3,-4.111334398571739,-0.0196133,-11.003061299999999
1.298949956893921,0.3,-4.079718313714566,-0.0196133,-10.95402805
1.3202836513519287,0.3,-4.047341177343109,-0.00980665,-10.914801449999999
1.340688705444336,0.3,-4.015259759608798,-0.0196133,-10.865768199999998
1.3623719215393066,0.3,-3.983444488647919,-0.0196133,-10.81673495
1.3827922344207764,0.3,-3.9518687497831273,-0.00980665,-10.77750835
1.4052155017852783,0.3,-3.9195279248048145,-0.00980665,-10.73828175
1.4275543689727783,0.3,-3.887479187324333,-0.00980665,-10.69905515
1.448338508605957,0.3,-3.8556933285918995,-0.00980665,-10.65982855
1.4703550338745117,0.3,-3.8241440607327095,-0.00980665,-10.620601950000001
1.4909119606018066,0.3,-3.792807724659439,-0.00980665,-10.58137535
1.511885166168213,0.3,-3.7606823621934953,-0.00980665,-10.542148749999999
1.533794641494751,0.3,-3.728827540974146,0.0,-10.502922149999998
