Time (s),Target Distance (m),Distance Error (m),Altitude (m),Airspeed Command (m/s),"Actual Airspeed (m/s), Horisontal Distance (m)"
0.0,40.0,0.6309046096195914,20.533,16.63090460961959,14.723125457763672,40.3705090430627
0.10155892372131348,40.0,-2.020310492298904,20.577,14.0,14.701786994934082,37.95642521499332
0.20296311378479004,40.0,-0.2423518788806689,20.577,15.757648121119331,14.701786994934082,39.75764812111933
0.304563045501709,40.0,1.5423881119686484,20.577,17.54238811196865,14.701786994934082,41.54238811196865
0.40592408180236816,40.0,-2.6548470139173475,20.626,14.0,14.715023040771484,37.31874253714771
0.507744550704956,40.0,-0.8727258615115971,20.626,15.127274138488403,14.715023040771484,39.1272741384884
0.6098129749298096,40.0,-3.396505073417309,20.683,14.0,14.8390531539917,36.572065129554346
0.7112436294555664,40.0,-1.6103965387234567,20.683,14.389603461276543,14.8390531539917,38.38960346127654
0.813596248626709,40.0,0.18863542304367797,20.683,16.188635423043678,14.8390531539917,40.18863542304368
0.9158046245574951,40.0,-2.3970122021079874,20.754,14.0,15.058073997497559,37.56475508143791
1.0172271728515625,40.0,-0.6267443876320371,20.754,15.373255612367963,15.058073997497559,39.37325561236796
1.1187543869018555,40.0,1.1644840576407844,20.754,17.164484057640784,15.058073997497559,41.164484057640784
1.2202308177947998,40.0,-1.4972491462912956,20.846,14.502750853708704,15.288166999816895,38.45416678726464
1.322075366973877,40.0,0.2556033942189302,20.846,16.25560339421893,15.288166999816895,40.25560339421893
1.4236748218536377,40.0,-2.636475192530277,20.979,14.0,16.004331588745117,37.29072191629448
1.525144338607788,40.0,-0.8935519835115997,20.979,15.1064480164884,16.004331588745117,39.1064480164884
1.6268532276153564,40.0,0.9041522191119711,20.979,16.90415221911197,16.004331588745117,40.90415221911197
1.7283473014831543,40.0,-2.1455679726750603,21.169,14.0,16.41119956970215,37.750924546444736
1.829805612564087,40.0,-0.43446104870158564,21.169,15.565538951298414,16.41119956970215,39.565538951298414
1.9317960739135742,40.0,-0.43446104870158564,21.169,15.565538951298414,16.41119956970215,39.565538951298414
2.0342602729797363,40.0,-3.475811492543798,21.412,14.0,16.651758193969727,36.38547021996825
2.1357619762420654,40.0,-1.7799439140407785,21.412,14.220056085959222,16.651758193969727,38.22005608595922
2.2379088401794434,40.0,-4.972572790317329,21.708,14.0,16.89006805419922,34.848834943647944
2.34155011177063,40.0,-3.2908360442251237,21.708,14.0,16.89006805419922,36.709163955774876
2.442946434020996,40.0,-1.45388221193776,21.708,14.54611778806224,16.89006805419922,38.54611778806224
2.5443928241729736,40.0,-4.546995669242747,22.033,14.0,16.67559814453125,35.256370928907195
2.646116256713867,40.0,-2.8814420346675718,22.033,14.0,16.67559814453125,37.11855796533243
2.7474117279052734,40.0,-1.0425609584302862,22.033,14.957439041569714,16.67559814453125,38.957439041569714
2.8495657444000244,40.0,-3.8284674606454203,22.343,14.0,16.122194290161133,35.985008076219565
2.9511497020721436,40.0,-2.155546117369269,22.343,14.0,16.122194290161133,37.84445388263073
3.0535836219787598,40.0,-4.724947194742867,22.604,14.0,15.141082763671875,35.111945879054886
3.155547857284546,40.0,-3.0109165270935634,22.604,14.0,15.141082763671875,36.98908347290644
3.256962776184082,40.0,-1.1585928950639826,22.604,14.841407104936017,15.141082763671875,38.84140710493602
3.3584799766540527,40.0,-5.328132777525774,22.789,14.0,14.48190689086914,34.553122459379594
3.4600746631622314,40.0,-3.557319110795497,22.789,14.0,14.48190689086914,36.4426808892045
3.5618622303009033,40.0,-1.6941418840462674,22.789,14.305858115953733,14.48190689086914,38.30585811595373
3.66291880607605,40.0,-3.7714241138219364,22.882,14.0,13.551193237304688,36.17114302507681
3.7640128135681152,40.0,-1.9601258319510322,22.882,14.039874168048968,13.551193237304688,38.03987416804897
3.865246057510376,40.0,-0.1147706222520739,22.882,15.885229377747926,13.551193237304688,39.885229377747926
3.9670615196228027,40.0,-2.093951776771874,22.884,14.0,13.189678192138672,37.90486617707146
4.069286346435547,40.0,-0.2482448426726478,22.884,15.751755157327352,13.189678192138672,39.75175515732735
4.170552968978882,40.0,-2.2798836024870823,22.816,14.0,13.054469108581543,37.76042241609491
4.272097110748291,40.0,-0.3924966429396619,22.816,15.607503357060338,13.054469108581543,39.60750335706034
4.37376856803894,40.0,1.4340222551175472,22.816,17.434022255117547,13.054469108581543,41.43402225511755
4.474991798400879,40.0,-0.5365813122470371,22.688,15.463418687752963,12.986111640930176,39.53559214840332
4.576085329055786,40.0,-0.4644078515966825,22.688,15.535592148403317,12.986111640930176,39.53559214840332
4.677880525588989,40.0,1.3603081142099072,22.688,17.360308114209907,12.986111640930176,41.36030811420991
4.779567003250122,40.0,-0.5831759992162802,22.522,15.41682400078372,12.968674659729004,39.50989134772152
4.881013870239258,40.0,1.331618857040887,22.522,17.331618857040887,12.968674659729004,41.33161885704089
4.983365774154663,40.0,-0.8890372568712408,22.344,15.11096274312876,13.504148483276367,39.21074692854506
5.084943771362305,40.0,1.0320855406388674,22.344,17.032085540638867,13.504148483276367,41.03208554063887
5.186419725418091,40.0,2.8357382302405654,22.344,18.835738230240565,13.504148483276367,42.835738230240565
5.2878642082214355,40.0,0.24518613978187886,22.207,16.24518613978188,14.874173164367676,40.31931267303166
5.389311790466309,40.0,2.127106137479579,22.207,18.12710613747958,14.874173164367676,42.12710613747958
5.491305589675903,40.0,3.918768488957255,22.207,19.918768488957255,14.874173164367676,43.918768488957255
5.592556953430176,40.0,1.0685746408746937,22.169,17.068574640874694,15.661394119262695,41.08865574624091
5.694714307785034,40.0,2.8886868499925455,22.169,18.888686849992546,15.661394119262695,42.888686849992546
5.79740834236145,40.0,4.673485933285484,22.169,20.0,15.661394119262695,44.673485933285484
5.898998260498047,40.0,-0.14117012975038534,22.265,15.858829870249615,16.571544647216797,39.806441873464436
6.000972270965576,40.0,1.6203053830298657,22.265,17.620305383029866,16.571544647216797,41.620305383029866
6.102262496948242,40.0,-1.5617914737940097,22.497,14.43820852620599,17.00135612487793,38.30579343525069
