time,airspeed,error,throttle,kp,ki,kd,slew,stage
0.508944034576416,19.135726928710938,-1.1357269287109375,0.0,0.002,0.0,0.0003005203110704088,30.472488403320312,P
0.5341470241546631,19.135726928710938,-1.1357269287109375,0.0,0.002003468740469392,0.0,0.0003005203110704088,0.0,P
0.5593390464782715,19.135726928710938,-1.1357269287109375,0.0,0.002006943497019006,0.0,0.0003005203110704088,0.0,P
0.5845315456390381,19.135726928710938,-1.1357269287109375,0.0,0.0020104242800829523,0.0,0.0003005203110704088,0.0,P
0.6097128391265869,19.135726928710938,-1.1357269287109375,0.0,0.002013911100113438,0.0,0.0003005203110704088,0.0,P
0.6349432468414307,19.135726928710938,-1.1357269287109375,0.0,0.0020174039675807985,0.0,0.0003005203110704088,0.0,P
0.6601395606994629,19.135726928710938,-1.1357269287109375,0.0,0.0020209028929735282,0.0,0.0003005203110704088,0.0,P
0.6853165626525879,18.35443878173828,-0.35443878173828125,0.008675431919156932,0.0012146447320789875,0.0006073223660394937,0.0003005203110704088,31.25152587890625,I
0.7105538845062256,18.35443878173828,-0.35443878173828125,0.0,0.0012146447320789875,0.0006073223660394937,0.0003005203110704088,0.0,DONE
0.7357633113861084,18.35443878173828,-0.35443878173828125,0.0,0.0012146447320789875,0.0006073223660394937,0.0003005203110704088,0.0,DONE
0.7609827518463135,18.35443878173828,-0.35443878173828125,0.0,0.0012146447320789875,0.0006073223660394937,0.0003005203110704088,0.0,DONE
0.7861623764038086,18.35443878173828,-0.35443878173828125,0.0,0.0012146447320789875,0.0006073223660394937,0.0003005203110704088,0.0,DONE
0.8113322257995605,18.35443878173828,-0.35443878173828125,0.0,0.0012146447320789875,0.0006073223660394937,0.0003005203110704088,0.0,DONE
0.8365030288696289,18.35443878173828,-0.35443878173828125,0.0,0.0012146447320789875,0.0006073223660394937,0.0003005203110704088,0.0,DONE
0.8616704940795898,18.35443878173828,-0.35443878173828125,0.0,0.0012146447320789875,0.0006073223660394937,0.0003005203110704088,0.0,DONE
0.8868529796600342,18.35443878173828,-0.35443878173828125,0.0,0.0012146447320789875,0.0006073223660394937,0.0003005203110704088,0.0,DONE
0.912031888961792,18.35443878173828,-0.35443878173828125,0.0,0.0012146447320789875,0.0006073223660394937,0.0003005203110704088,0.0,DONE
0.9372169971466064,17.222776412963867,0.7772235870361328,0.014559352250966988,0.0012146447320789875,0.0006073223660394937,0.0003005203110704088,45.26649475097656,DONE
0.9623925685882568,17.222776412963867,0.7772235870361328,0.0009558511673364852,0.0012146447320789875,0.0006073223660394937,0.0003005203110704088,0.0,DONE
0.9875810146331787,17.222776412963867,0.7772235870361328,0.0009558511673364852,0.0012146447320789875,0.0006073223660394937,0.0003005203110704088,0.0,DONE
1.0127592086791992,17.222776412963867,0.7772235870361328,0.0009558511673364852,0.0012146447320789875,0.0006073223660394937,0.0003005203110704088,0.0,DONE
1.0379326343536377,17.222776412963867,0.7772235870361328,0.0009558511673364852,0.0012146447320789875,0.0006073223660394937,0.0003005203110704088,0.0,DONE
1.0631115436553955,17.222776412963867,0.7772235870361328,0.0009558511673364852,0.0012146447320789875,0.0006073223660394937,0.0003005203110704088,0.0,DONE
1.088301181793213,17.222776412963867,0.7772235870361328,0.0009558511673364852,0.0012146447320789875,0.0006073223660394937,0.0003005203110704088,0.0,DONE
1.113487958908081,17.222776412963867,0.7772235870361328,0.0009558511673364852,0.0012146447320789875,0.0006073223660394937,0.0003005203110704088,0.0,DONE
1.1386818885803223,17.222776412963867,0.7772235870361328,0.0009558511673364852,0.0012146447320789875,0.0006073223660394937,0.0003005203110704088,0.0,DONE
1.163877010345459,17.222776412963867,0.7772235870361328,0.0009558511673364852,0.0012146447320789875,0.0006073223660394937,0.0003005203110704088,0.0,DONE
1.1890854835510254,16.729841232299805,1.2701587677001953,0.007487557905020607,0.0012146447320789875,0.0006073223660394937,0.0003005203110704088,19.7174072265625,DONE
1.214280366897583,16.729841232299805,1.2701587677001953,0.0015620765517921178,0.0012146447320789875,0.0006073223660394937,0.0003005203110704088,0.0,DONE
1.239476203918457,16.729841232299805,1.2701587677001953,0.0015620765517921178,0.0012146447320789875,0.0006073223660394937,0.0003005203110704088,0.0,DONE
1.26466703414917,16.729841232299805,1.2701587677001953,0.0015620765517921178,0.0012146447320789875,0.0006073223660394937,0.0003005203110704088,0.0,DONE
1.2898426055908203,16.729841232299805,1.2701587677001953,0.0015620765517921178,0.0012146447320789875,0.0006073223660394937,0.0003005203110704088,0.0,DONE
1.3150391578674316,16.729841232299805,1.2701587677001953,0.0015620765517921178,0.0012146447320789875,0.0006073223660394937,0.0003005203110704088,0.0,DONE
1.3402252197265625,16.729841232299805,1.2701587677001953,0.0015620765517921178,0.0012146447320789875,0.0006073223660394937,0.0003005203110704088,0.0,DONE
1.3654067516326904,16.729841232299805,1.2701587677001953,0.0015620765517921178,0.0012146447320789875,0.0006073223660394937,0.0003005203110704088,0.0,DONE
