Time (s),Airspeed Input (m/s),Distance Output (m),Altitude (m),Actual Airspeed (m/s)
9.665478467941284,12.0,65.58349129369495,19.282,13.32813549041748
9.867314577102661,12.0,65.36607854345228,19.266,13.33487319946289
10.068336725234985,12.0,65.14872260524542,19.259,13.332173347473145
10.26941180229187,12.0,68.34837017430418,19.259,13.332173347473145
10.470438241958618,12.0,68.13095917895672,19.26,13.319781303405762
10.671849250793457,12.0,67.93573880440977,19.265,13.2985200881958
10.872920274734497,12.0,67.72942550856477,19.272,13.273368835449219
11.074117660522461,12.0,69.32924693731427,19.272,13.273368835449219
11.275447130203247,12.0,69.14506596951325,19.279,13.255072593688965
11.477233409881592,12.0,68.96082933699331,19.284,13.22487735748291
11.678905010223389,12.0,68.78774280603008,19.284,13.194351196289062
11.880122661590576,12.0,71.98739135744606,19.284,13.194351196289062
12.081320762634277,12.0,71.84753586330709,19.278,13.12147331237793
12.282643795013428,12.0,71.71877588692426,19.269,13.109423637390137
12.483846426010132,12.0,71.60116164653775,19.255,13.084565162658691
12.685738563537598,12.0,74.80081889725592,19.255,13.084565162658691
12.88768720626831,12.0,73.08332628205324,19.238,13.059310913085938
13.089030265808105,12.0,72.9657119261304,19.217,13.056673049926758
13.290487051010132,12.0,72.85924146806461,19.195,13.035584449768066
13.491743326187134,12.0,76.05890032137494,19.195,13.035584449768066
13.692790269851685,12.0,75.94128594378645,19.169,13.031533241271973
13.894459009170532,12.0,75.8237200655305,19.143,13.029336929321289
14.096328735351562,12.0,75.69506089994938,19.118,13.023046493530273
14.297383069992065,12.0,77.29488951230812,19.118,13.023046493530273
14.498430013656616,12.0,77.17737589246236,19.096,12.997528076171875
14.700436115264893,12.0,77.0487723607988,19.074,13.0084867477417
14.901475429534912,12.0,76.92011819157366,19.053,13.019041061401367
15.102871179580688,12.0,80.11976743842598,19.053,13.019041061401367
15.303957462310791,12.0,79.9911121503152,19.034,12.988604545593262
15.50542688369751,12.0,79.86245809234293,19.02,12.993181228637695
15.706449747085571,12.0,79.73380526910412,19.009,13.000030517578125
15.907805919647217,12.0,81.33362806806551,19.009,13.000030517578125
16.10915756225586,12.0,81.20491983490706,19.002,12.9838285446167
16.310434818267822,12.0,81.0873616618288,18.998,12.994821548461914
16.512072563171387,12.0,80.95859795245852,18.994,12.962573051452637
16.71308445930481,12.0,80.84098430631214,18.991,12.933208465576172
16.91520094871521,12.0,84.04063260053013,18.991,12.933208465576172
17.117067098617554,12.0,83.92296614969301,18.988,12.925287246704102
17.318241596221924,12.0,83.8053005601452,18.988,12.924286842346191
17.519731044769287,12.0,83.69873038016746,18.989,12.929581642150879
17.720946550369263,12.0,85.29855881504001,18.989,12.929581642150879
17.922232151031494,12.0,85.19199039212388,18.99,12.891769409179688
18.123472452163696,12.0,85.08542283435122,18.991,12.884950637817383
18.325055599212646,12.0,84.9899978627274,18.99,12.876643180847168
18.527040481567383,12.0,88.18966054437796,18.99,12.876643180847168
18.72830557823181,12.0,88.09428191727963,18.987,12.862934112548828
18.929418563842773,12.0,88.00995151161088,18.985,12.828835487365723
19.130447387695312,12.0,87.91457400567306,18.982,12.821022033691406
19.33139967918396,12.0,91.11423610878403,18.982,12.821022033691406
19.532430171966553,12.0,89.43007430612384,18.98,12.811644554138184
19.7337384223938,12.0,89.34579157669491,18.978,12.797357559204102
19.935415983200073,12.0,89.27260443495823,18.974,12.780251502990723
20.13685703277588,12.0,92.47226448117136,18.974,12.780251502990723
20.338417768478394,12.0,92.39902874342182,18.969,12.7587308883667
20.539740324020386,12.0,92.3146984571262,18.966,12.757803916931152
20.7411048412323,12.0,92.24146275201406,18.964,12.760379791259766
20.94245219230652,12.0,95.44112559727495,18.964,12.760379791259766
21.14409065246582,12.0,95.37898442190902,18.964,12.763867378234863
21.34519386291504,12.0,93.7058706786936,18.965,12.747818946838379
21.546464204788208,12.0,93.64368410055346,18.966,12.738547325134277
21.747785806655884,12.0,96.84335120851081,18.966,12.738547325134277
21.949299097061157,12.0,96.78116689132452,18.968,12.737208366394043
22.150732040405273,12.0,96.7190256725438,18.969,12.728808403015137
22.35188388824463,12.0,96.6679790612611,18.972,12.727167129516602
22.553074598312378,12.0,99.86764985036913,18.972,12.727167129516602
22.75429081916809,12.0,99.77222481104081,18.975,12.701454162597656
22.955886840820312,12.0,99.73231463299899,18.978,12.677326202392578
23.157216787338257,12.0,98.08143313358953,18.982,12.679728507995605
23.35833978652954,12.0,101.28110354170258,18.982,12.679728507995605
23.559736013412476,12.0,101.24119358959501,18.987,12.65909194946289
23.76126003265381,12.0,101.20132817467429,18.989,12.661450386047363
23.962661266326904,12.0,101.16142078859892,18.991,12.657998085021973
24.163711309432983,12.0,104.36108793087205,18.991,12.657998085021973
24.3654842376709,12.0,104.3322745789451,18.992,12.649138450622559
24.567146062850952,12.0,102.6924895665187,18.995,12.645729064941406
24.769673347473145,12.0,102.66367778443552,18.998,12.595945358276367
24.971883535385132,12.0,105.86334328666987,18.998,12.595945358276367
25.172971487045288,12.0,105.84558063242234,19.001,12.578984260559082
25.37425661087036,12.0,105.81672340928249,19.002,12.582509994506836
25.575430393218994,12.0,105.78786619824618,19.004,12.570183753967285
25.777734518051147,12.0,107.38769980478664,19.004,12.570183753967285
25.978894472122192,12.0,107.36989371473938,19.007,12.566607475280762
26.180147647857666,12.0,107.35213110836611,19.012,12.58436393737793
26.38184118270874,12.0,107.33432579844799,19.017,12.574851036071777
26.58303189277649,12.0,110.53399710762692,19.017,12.574851036071777
26.784024477005005,12.0,110.51627600123804,19.021,12.577404022216797
26.98543643951416,12.0,110.49851342491014,19.027,12.543478965759277
27.186825037002563,12.0,110.49184546726988,19.034,12.54515552520752
27.388273000717163,12.0,113.69151747744789,19.034,12.54515552520752
27.590176582336426,12.0,113.67379598705612,19.042,12.540974617004395
27.791420221328735,12.0,112.06737792097145,19.05,12.535330772399902
27.993412017822266,12.0,112.06075387758686,19.058,12.520173072814941
28.194444179534912,12.0,115.26042204581582,19.058,12.520173072814941
28.395447492599487,12.0,115.2537975190272,19.063,12.489477157592773
28.596442699432373,12.0,115.25826831062653,19.068,12.493110656738281
28.79746675491333,12.0,115.26269503252543,19.073,12.469639778137207
28.998859167099,12.0,116.86252867610554,19.073,12.469639778137207
29.200313568115234,12.0,116.85590501477058,19.079,12.473076820373535
29.40147376060486,12.0,116.86033176802454,19.085,12.463903427124023
29.603201627731323,12.0,120.05999938243488,19.085,12.463903427124023
29.804436922073364,12.0,120.07552074127642,19.09,12.458778381347656
30.00544047355652,14.0,120.07994752718463,19.095,12.444622039794922
30.207131147384644,14.0,118.48449667939276,19.101,12.440372467041016
30.40883183479309,14.0,121.68416644290687,19.101,12.440372467041016
30.610111713409424,14.0,121.66640406676193,19.11,12.49194622039795
30.81218194961548,14.0,121.34904573611665,19.158,13.327180862426758
31.013429641723633,14.0,120.75440630287713,19.29,14.12558364868164
31.214966297149658,14.0,123.95407735839878,19.29,14.12558364868164
31.416314363479614,14.0,123.24849170814728,19.523,14.905557632446289
31.617404222488403,14.0,122.48756690629313,19.859,15.248936653137207
31.81872582435608,14.0,120.21558200918976,20.259,15.217169761657715
32.0204291343689,14.0,123.41524210194525,20.259,15.217169761657715
32.22186875343323,14.0,122.98717719955992,20.653,14.765326499938965
32.42310190200806,14.0,122.76976403293503,20.992,13.863134384155273
32.62483024597168,14.0,122.72981280739234,21.245,13.273691177368164
32.82593870162964,14.0,125.92946841059413,21.245,13.273691177368164
33.02731275558472,14.0,126.0224576988446,21.395,12.495622634887695
33.22890090942383,14.0,126.21526482479858,21.44,12.101944923400879
33.4302978515625,14.0,124.87473950044085,21.384,11.679764747619629
33.63139200210571,14.0,128.0744147461749,21.384,11.679764747619629
33.83265733718872,14.0,128.35595255656824,21.244,11.517656326293945
34.033875465393066,14.0,128.6263990870065,21.041,11.448634147644043
34.23581099510193,14.0,128.86365240934467,20.8,11.524235725402832
34.4368941783905,14.0,132.06334559410053,20.8,11.524235725402832
34.63842582702637,14.0,132.23407876205948,20.546,11.719999313354492
34.83988809585571,14.0,132.3382781004282,20.302,11.909412384033203
35.04145407676697,14.0,130.7650088874603,20.09,12.2477445602417
35.24318337440491,14.0,133.96470796665898,20.09,12.2477445602417
35.44474005699158,14.0,133.9136616235762,19.927,12.467663764953613
35.64585900306702,14.0,133.80717764202944,19.823,12.760421752929688
35.84738063812256,14.0,133.65629797886285,19.778,12.944684028625488
36.048927545547485,14.0,136.8559960291156,19.778,12.944684028625488
36.25045895576477,14.0,136.6607777203823,19.789,13.142608642578125
36.45197558403015,14.0,136.4544703649378,19.849,13.241991996765137
36.6534161567688,14.0,136.22597933106144,19.945,13.310973167419434
36.85542559623718,14.0,136.0307780274135,20.065,13.337911605834961
37.05779433250427,14.0,137.6306239963352,20.065,13.337911605834961
37.259193420410156,14.0,137.42433277303016,20.199,13.327255249023438
37.46050810813904,14.0,137.22911268670433,20.334,13.294957160949707
37.66200232505798,14.0,137.0560546579278,20.462,13.216704368591309
37.863210916519165,14.0,140.25574313832198,20.462,13.216704368591309
38.06473660469055,14.0,140.1048743909854,20.575,13.152369499206543
38.26642179489136,14.0,139.96507115743168,20.669,13.075928688049316
38.46800518035889,14.0,139.8363625958997,20.74,13.018512725830078
38.66911053657532,14.0,143.03605106334555,20.74,13.018512725830078
38.87016463279724,14.0,141.32965855172304,20.789,12.955388069152832
39.071677923202515,14.0,141.22313930076209,20.817,12.92074966430664
39.27290940284729,14.0,141.1165916672795,20.827,12.907868385314941
39.47424650192261,14.0,144.31628170023265,20.827,12.907868385314941
